Customer_id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,bureau_score,job,num_dependents,own_telephone,foreign_worker,Spend_debit_card,class
1018,>=200,60,all paid,domestic appliance,9626,500<=X<1000,1<=X<4,3,male mar/wid,none,3,no known property,72,none,own,370,skilled,3,none,no,1814,bad
1019,>=200,10,existing paid,domestic appliance,1225,<100,1<=X<4,2,male single,none,2,car,37,none,own,10,skilled,1,yes,yes,88,good
1020,>=200,69,no credits/all paid,domestic appliance,11778,>=1000,<1,3,male div/sep,none,4,no known property,26,none,own,420,skilled,2,yes,no,4146,good
1021,>=200,70,no credits/all paid,domestic appliance,5012,>=1000,>=7,4,male single,none,4,real estate,39,bank,own,440,unskilled resident,9,yes,no,1830,good
1022,>=200,64,no credits/all paid,domestic appliance,11839,>=1000,1<=X<4,1,male single,none,4,car,20,bank,own,90,unskilled resident,12,yes,yes,4352,good
1023,>=200,33,all paid,domestic appliance,4093,>=1000,4<=X<7,4,male single,none,1,no known property,24,stores,own,150,unemp/unskilled non res,10,yes,no,1588,good
1024,>=200,61,no credits/all paid,domestic appliance,12963,500<=X<1000,1<=X<4,3,male mar/wid,none,4,car,37,none,own,330,unemp/unskilled non res,1,none,yes,4683,good
1025,>=200,19,no credits/all paid,domestic appliance,12142,<100,1<=X<4,1,male div/sep,none,1,life insurance,61,none,own,460,unemp/unskilled non res,5,none,no,1726,good
1026,>=200,36,all paid,domestic appliance,5507,500<=X<1000,<1,3,male div/sep,none,2,real estate,25,bank,own,410,skilled,4,yes,no,32,good
1027,>=200,16,critical/other existing credit,domestic appliance,5923,>=1000,1<=X<4,1,male mar/wid,none,2,life insurance,24,none,own,320,high qualif/self emp/mgmt,8,none,no,1350,good
1028,>=200,64,no credits/all paid,domestic appliance,2013,<100,4<=X<7,4,male single,none,2,car,71,stores,own,290,unemp/unskilled non res,2,yes,no,3819,good
1029,>=200,31,no credits/all paid,domestic appliance,8876,>=1000,<1,1,male div/sep,none,4,life insurance,70,bank,rent,20,skilled,5,yes,yes,2517,good
1030,>=200,67,no credits/all paid,domestic appliance,1451,500<=X<1000,4<=X<7,3,male div/sep,none,3,car,74,bank,rent,170,unskilled resident,1,yes,yes,3408,bad
1031,>=200,58,critical/other existing credit,domestic appliance,3567,100<=X<500,<1,1,male mar/wid,none,2,no known property,66,none,rent,160,skilled,6,none,yes,4656,bad
1032,>=200,48,critical/other existing credit,domestic appliance,15776,100<=X<500,4<=X<7,4,male div/sep,none,2,no known property,68,bank,rent,220,unemp/unskilled non res,2,yes,yes,544,bad
1033,>=200,38,delayed previously,domestic appliance,327,100<=X<500,<1,1,male div/sep,none,3,real estate,54,bank,rent,440,skilled,9,yes,no,4581,bad
1034,>=200,34,no credits/all paid,domestic appliance,11328,<100,4<=X<7,4,male div/sep,none,4,real estate,27,stores,rent,480,unemp/unskilled non res,4,yes,no,2712,bad
1035,>=200,12,existing paid,domestic appliance,399,100<=X<500,1<=X<4,2,male mar/wid,none,1,real estate,57,none,rent,130,unemp/unskilled non res,5,yes,no,3222,good
1036,>=200,72,delayed previously,domestic appliance,15678,>=1000,1<=X<4,2,male div/sep,none,4,life insurance,72,bank,rent,450,skilled,9,none,no,832,good
1037,>=200,32,all paid,domestic appliance,17988,>=1000,1<=X<4,4,male div/sep,none,1,real estate,31,stores,rent,60,high qualif/self emp/mgmt,14,yes,no,4473,good
1038,>=200,60,delayed previously,domestic appliance,13271,500<=X<1000,<1,3,male div/sep,none,3,real estate,73,none,rent,110,unskilled resident,3,none,yes,4067,good
1039,>=200,38,no credits/all paid,domestic appliance,17863,100<=X<500,1<=X<4,1,male mar/wid,none,2,real estate,26,bank,rent,280,unskilled resident,9,yes,no,1351,good
1040,>=200,49,no credits/all paid,domestic appliance,17283,<100,>=7,4,male single,none,3,real estate,44,none,rent,90,high qualif/self emp/mgmt,5,none,yes,3741,good
1041,>=200,4,no credits/all paid,domestic appliance,14076,500<=X<1000,1<=X<4,4,male single,none,4,no known property,39,stores,rent,200,high qualif/self emp/mgmt,12,yes,no,4884,good
1042,>=200,60,critical/other existing credit,domestic appliance,18300,>=1000,<1,1,male div/sep,none,1,real estate,71,bank,rent,70,unskilled resident,8,none,yes,3996,good
1043,>=200,68,delayed previously,domestic appliance,2493,100<=X<500,<1,3,male single,none,2,no known property,49,bank,rent,460,unemp/unskilled non res,12,yes,yes,2687,good
1044,>=200,53,delayed previously,domestic appliance,15536,100<=X<500,<1,1,male mar/wid,none,1,life insurance,61,none,rent,120,unskilled resident,4,none,yes,2250,good
1045,>=200,45,delayed previously,domestic appliance,5206,>=1000,4<=X<7,3,male div/sep,none,1,real estate,52,bank,rent,240,high qualif/self emp/mgmt,2,yes,yes,932,good
1046,>=200,12,critical/other existing credit,domestic appliance,11607,100<=X<500,unemployed,4,male single,none,2,real estate,26,stores,rent,270,skilled,8,none,yes,3539,good
1047,>=200,14,no credits/all paid,education,11897,100<=X<500,>=7,1,male single,co applicant,3,life insurance,64,bank,for free,140,skilled,11,yes,yes,1290,bad
1048,>=200,19,no credits/all paid,education,5982,100<=X<500,4<=X<7,3,male div/sep,co applicant,1,no known property,19,bank,for free,410,unemp/unskilled non res,12,yes,yes,897,bad
1049,>=200,18,critical/other existing credit,education,1568,500<=X<1000,unemployed,1,male div/sep,co applicant,2,real estate,68,none,for free,470,unskilled resident,14,yes,no,1055,bad
1050,>=200,43,delayed previously,education,4203,>=1000,4<=X<7,3,male mar/wid,co applicant,2,no known property,72,none,for free,410,high qualif/self emp/mgmt,1,none,yes,2960,bad
1051,>=200,40,all paid,education,16154,100<=X<500,1<=X<4,1,male div/sep,co applicant,2,car,43,none,for free,70,skilled,6,yes,yes,3523,bad
1052,>=200,19,critical/other existing credit,education,13081,<100,<1,4,male div/sep,co applicant,2,real estate,26,bank,for free,110,high qualif/self emp/mgmt,7,yes,no,776,bad
1053,>=200,30,all paid,education,12279,100<=X<500,1<=X<4,4,male mar/wid,co applicant,1,life insurance,38,stores,for free,130,skilled,5,yes,yes,1596,bad
1054,>=200,65,all paid,education,18306,500<=X<1000,<1,2,male div/sep,co applicant,2,no known property,46,stores,for free,10,unskilled resident,7,yes,yes,2188,good
1055,>=200,27,delayed previously,education,14530,>=1000,unemployed,1,male div/sep,co applicant,1,life insurance,62,none,for free,200,skilled,14,none,yes,4961,bad
1056,>=200,59,delayed previously,education,593,<100,>=7,3,male div/sep,co applicant,2,real estate,42,bank,for free,190,unskilled resident,7,none,yes,1409,good
1057,>=200,6,all paid,education,8652,500<=X<1000,unemployed,3,male mar/wid,co applicant,3,life insurance,60,bank,for free,20,unskilled resident,2,none,yes,309,good
1058,>=200,29,critical/other existing credit,education,10929,100<=X<500,>=7,1,male mar/wid,co applicant,3,real estate,39,stores,for free,40,high qualif/self emp/mgmt,5,none,no,2016,good
1059,>=200,61,all paid,education,3196,500<=X<1000,<1,2,male div/sep,co applicant,2,no known property,57,stores,for free,370,unemp/unskilled non res,9,yes,yes,181,good
1060,>=200,8,no credits/all paid,education,10892,500<=X<1000,4<=X<7,1,male mar/wid,co applicant,1,life insurance,75,stores,for free,350,skilled,14,none,no,4543,good
1061,>=200,21,delayed previously,education,13698,500<=X<1000,unemployed,3,male mar/wid,co applicant,3,car,52,stores,for free,170,skilled,13,yes,yes,4635,good
1062,>=200,5,no credits/all paid,education,9485,>=1000,>=7,4,male div/sep,co applicant,4,real estate,57,bank,for free,390,unemp/unskilled non res,12,none,yes,3905,good
1063,>=200,70,critical/other existing credit,education,16822,500<=X<1000,<1,2,male div/sep,co applicant,4,life insurance,34,bank,for free,250,high qualif/self emp/mgmt,10,none,no,1408,good
1064,>=200,26,all paid,education,15697,500<=X<1000,1<=X<4,3,male div/sep,co applicant,3,life insurance,72,stores,for free,330,skilled,1,yes,yes,279,good
1065,>=200,26,critical/other existing credit,education,7798,100<=X<500,<1,3,male mar/wid,co applicant,1,real estate,47,bank,for free,290,unemp/unskilled non res,11,none,yes,956,good
1066,>=200,65,no credits/all paid,education,12499,500<=X<1000,unemployed,2,male div/sep,co applicant,3,car,56,bank,for free,70,skilled,2,yes,yes,3328,good
1067,>=200,54,critical/other existing credit,education,10412,>=1000,<1,1,male div/sep,co applicant,2,no known property,21,none,for free,180,skilled,3,none,yes,3904,good
1068,>=200,24,critical/other existing credit,education,6701,500<=X<1000,4<=X<7,2,male div/sep,co applicant,4,no known property,28,bank,for free,400,unemp/unskilled non res,14,yes,yes,3608,good
1069,>=200,34,critical/other existing credit,education,14464,<100,unemployed,2,male single,co applicant,3,life insurance,66,stores,own,260,high qualif/self emp/mgmt,14,yes,yes,3577,bad
1070,>=200,20,all paid,education,9140,<100,1<=X<4,1,male div/sep,co applicant,3,real estate,42,bank,own,410,skilled,9,none,yes,3605,bad
1071,>=200,61,no credits/all paid,education,10741,100<=X<500,unemployed,4,male single,co applicant,2,real estate,20,bank,own,90,unskilled resident,6,yes,yes,3676,bad
1072,>=200,62,delayed previously,education,18213,100<=X<500,unemployed,4,male single,co applicant,2,no known property,35,stores,own,440,skilled,12,yes,yes,3876,bad
1073,>=200,36,critical/other existing credit,education,8475,100<=X<500,>=7,3,male mar/wid,co applicant,2,no known property,22,none,own,110,skilled,8,none,yes,2047,good
1074,>=200,50,delayed previously,education,12919,>=1000,<1,4,male div/sep,co applicant,2,real estate,60,bank,own,70,high qualif/self emp/mgmt,6,yes,yes,2813,bad
1075,>=200,22,critical/other existing credit,education,8302,100<=X<500,unemployed,1,male div/sep,co applicant,1,no known property,19,bank,own,210,unskilled resident,4,yes,yes,3333,bad
1076,>=200,44,delayed previously,education,11879,>=1000,1<=X<4,2,male mar/wid,co applicant,1,no known property,27,none,own,150,skilled,14,yes,no,45,bad
1077,>=200,45,delayed previously,education,16291,>=1000,unemployed,3,male div/sep,co applicant,4,no known property,36,bank,own,310,skilled,7,none,no,2208,bad
1078,>=200,58,no credits/all paid,education,6940,500<=X<1000,unemployed,2,male mar/wid,co applicant,4,no known property,19,bank,own,180,skilled,13,yes,no,1529,good
1079,>=200,70,existing paid,education,388,<100,unemployed,1,male mar/wid,co applicant,4,car,38,bank,own,360,skilled,13,yes,no,1859,good
1080,>=200,63,delayed previously,education,14796,500<=X<1000,<1,4,male div/sep,co applicant,1,life insurance,51,none,own,170,high qualif/self emp/mgmt,13,none,yes,4610,good
1081,>=200,62,delayed previously,education,7680,<100,<1,3,male single,co applicant,1,life insurance,46,bank,own,410,skilled,12,yes,yes,4420,good
1082,>=200,50,all paid,education,2843,>=1000,>=7,2,male div/sep,co applicant,4,no known property,68,bank,own,400,unskilled resident,2,yes,no,3914,good
1083,>=200,30,all paid,education,4989,<100,<1,1,male div/sep,co applicant,4,real estate,34,none,own,160,high qualif/self emp/mgmt,13,yes,no,4755,good
1084,>=200,47,delayed previously,education,12024,500<=X<1000,unemployed,4,male div/sep,co applicant,2,car,49,bank,own,420,high qualif/self emp/mgmt,14,none,no,1071,good
1085,>=200,52,no credits/all paid,education,8190,500<=X<1000,4<=X<7,1,male div/sep,co applicant,4,life insurance,75,none,own,380,unemp/unskilled non res,10,none,yes,2369,good
1086,>=200,4,all paid,education,18177,100<=X<500,>=7,2,male div/sep,co applicant,4,car,21,bank,own,440,unemp/unskilled non res,6,none,no,1307,good
1087,>=200,44,all paid,education,12997,>=1000,1<=X<4,3,male mar/wid,co applicant,1,no known property,21,none,rent,80,unskilled resident,1,yes,no,2931,bad
1088,>=200,70,delayed previously,education,1130,>=1000,1<=X<4,3,male single,co applicant,1,car,33,stores,rent,90,unemp/unskilled non res,8,none,yes,808,bad
1089,>=200,52,no credits/all paid,education,3376,500<=X<1000,>=7,3,male div/sep,co applicant,1,no known property,44,none,rent,110,unemp/unskilled non res,3,yes,yes,1368,good
1090,>=200,60,no credits/all paid,education,9671,>=1000,unemployed,2,male single,co applicant,3,no known property,75,none,rent,430,unemp/unskilled non res,8,yes,no,59,good
1091,>=200,26,all paid,education,15164,>=1000,<1,4,male mar/wid,co applicant,2,life insurance,55,bank,rent,390,skilled,12,none,no,202,bad
1092,>=200,13,delayed previously,education,13853,100<=X<500,4<=X<7,2,male div/sep,co applicant,3,real estate,34,stores,rent,430,unemp/unskilled non res,9,none,no,863,bad
1093,>=200,18,no credits/all paid,education,897,>=1000,>=7,3,male single,co applicant,1,no known property,56,stores,rent,90,high qualif/self emp/mgmt,13,yes,no,2000,bad
1094,>=200,72,no credits/all paid,education,1820,500<=X<1000,4<=X<7,1,male single,co applicant,1,no known property,63,none,rent,310,unskilled resident,12,yes,no,4497,bad
1095,>=200,14,all paid,education,5368,500<=X<1000,>=7,2,male mar/wid,co applicant,3,no known property,35,stores,rent,440,unemp/unskilled non res,6,yes,yes,51,bad
1096,>=200,38,no credits/all paid,education,7118,500<=X<1000,1<=X<4,1,male single,co applicant,3,real estate,45,stores,rent,390,unemp/unskilled non res,2,yes,yes,1044,good
1097,>=200,72,no credits/all paid,education,10868,<100,>=7,3,male single,co applicant,2,no known property,23,bank,rent,380,unskilled resident,5,none,no,2879,bad
1098,>=200,42,all paid,education,16762,>=1000,unemployed,3,male div/sep,co applicant,2,no known property,63,bank,rent,80,skilled,6,yes,yes,2792,good
1099,>=200,18,critical/other existing credit,education,1742,100<=X<500,4<=X<7,3,male div/sep,co applicant,4,life insurance,27,stores,rent,430,unskilled resident,12,yes,yes,1112,good
1100,>=200,64,no credits/all paid,education,14070,<100,>=7,3,male single,co applicant,2,car,50,stores,rent,470,high qualif/self emp/mgmt,1,none,yes,4291,good
1101,>=200,14,no credits/all paid,education,18046,100<=X<500,>=7,3,male div/sep,co applicant,1,car,23,bank,rent,420,unskilled resident,8,yes,no,966,good
1102,>=200,45,all paid,education,17072,500<=X<1000,4<=X<7,1,male single,co applicant,2,car,52,bank,rent,450,skilled,8,yes,no,328,good
1103,>=200,17,delayed previously,education,11307,500<=X<1000,>=7,2,male single,co applicant,4,real estate,42,bank,rent,70,skilled,12,none,no,4805,good
1104,>=200,47,all paid,education,5564,100<=X<500,4<=X<7,4,male mar/wid,co applicant,2,car,25,bank,rent,200,unemp/unskilled non res,13,yes,yes,1218,good
1105,>=200,4,no credits/all paid,education,14039,500<=X<1000,4<=X<7,1,male single,co applicant,3,no known property,61,stores,rent,30,skilled,3,none,no,3342,good
1106,>=200,70,critical/other existing credit,education,16219,500<=X<1000,1<=X<4,1,male div/sep,guarantor,2,no known property,41,stores,for free,400,skilled,4,none,yes,1809,bad
1107,>=200,4,all paid,education,17149,100<=X<500,<1,3,male div/sep,guarantor,1,car,32,stores,for free,50,unskilled resident,4,none,no,4275,bad
1108,>=200,19,no credits/all paid,education,17888,500<=X<1000,1<=X<4,3,male single,guarantor,3,no known property,24,bank,for free,120,high qualif/self emp/mgmt,13,none,no,4984,bad
1109,>=200,11,delayed previously,education,4581,500<=X<1000,unemployed,3,male div/sep,guarantor,2,real estate,52,bank,for free,410,unemp/unskilled non res,11,yes,yes,300,bad
1110,>=200,54,critical/other existing credit,education,8654,>=1000,unemployed,3,male mar/wid,guarantor,2,life insurance,38,none,for free,480,unemp/unskilled non res,9,yes,yes,4548,bad
1111,>=200,42,critical/other existing credit,education,13837,500<=X<1000,unemployed,4,male div/sep,guarantor,3,car,21,none,for free,340,unskilled resident,2,none,no,662,bad
1112,>=200,56,all paid,education,2072,>=1000,>=7,1,male div/sep,guarantor,1,real estate,51,none,for free,90,unskilled resident,10,yes,no,1930,good
1113,>=200,66,critical/other existing credit,education,15407,500<=X<1000,>=7,2,male div/sep,guarantor,4,life insurance,37,bank,for free,430,skilled,9,none,no,1183,bad
1114,>=200,12,no credits/all paid,education,2879,<100,1<=X<4,3,male mar/wid,guarantor,1,life insurance,56,stores,for free,150,unskilled resident,5,none,no,3168,bad
1115,>=200,51,delayed previously,education,17307,<100,unemployed,3,male mar/wid,guarantor,3,real estate,60,none,for free,290,high qualif/self emp/mgmt,6,none,yes,3647,bad
1116,>=200,41,critical/other existing credit,education,6399,500<=X<1000,unemployed,2,male single,guarantor,2,life insurance,63,none,for free,80,high qualif/self emp/mgmt,14,yes,yes,4515,bad
1117,>=200,28,delayed previously,education,17043,500<=X<1000,<1,3,male div/sep,guarantor,2,car,25,stores,for free,450,skilled,6,none,yes,3424,bad
1118,>=200,22,critical/other existing credit,education,10618,500<=X<1000,<1,4,male div/sep,guarantor,4,real estate,63,bank,for free,320,unskilled resident,11,none,yes,166,good
1119,>=200,44,delayed previously,education,1008,<100,4<=X<7,3,male mar/wid,guarantor,1,real estate,25,bank,for free,140,high qualif/self emp/mgmt,9,none,no,257,good
1120,>=200,27,no credits/all paid,education,6346,100<=X<500,unemployed,3,male div/sep,guarantor,2,life insurance,38,none,for free,50,unemp/unskilled non res,12,none,yes,784,good
1121,>=200,51,delayed previously,education,16724,500<=X<1000,unemployed,4,male single,guarantor,2,car,25,none,for free,50,skilled,11,none,no,394,good
1122,>=200,28,critical/other existing credit,education,12620,500<=X<1000,4<=X<7,1,male div/sep,guarantor,1,no known property,39,none,for free,210,skilled,2,none,yes,984,good
1123,>=200,63,critical/other existing credit,education,15759,<100,4<=X<7,1,male div/sep,guarantor,3,life insurance,50,none,for free,430,unemp/unskilled non res,13,none,no,3977,good
1124,>=200,28,all paid,education,11247,100<=X<500,1<=X<4,4,male mar/wid,guarantor,1,car,46,stores,for free,120,unemp/unskilled non res,5,yes,yes,3872,good
1125,>=200,63,no credits/all paid,education,2861,500<=X<1000,>=7,2,male single,guarantor,4,real estate,19,bank,for free,360,skilled,14,yes,no,3721,good
1126,>=200,43,all paid,education,896,100<=X<500,<1,2,male div/sep,guarantor,4,life insurance,61,none,own,40,skilled,2,none,no,333,bad
1127,>=200,17,all paid,education,2793,100<=X<500,>=7,4,male div/sep,guarantor,4,car,21,stores,own,440,high qualif/self emp/mgmt,3,none,yes,3171,bad
1128,>=200,22,no credits/all paid,education,4432,500<=X<1000,4<=X<7,1,male mar/wid,guarantor,3,real estate,72,bank,own,50,unemp/unskilled non res,3,yes,no,4852,good
1129,>=200,10,critical/other existing credit,education,15379,500<=X<1000,>=7,1,male div/sep,guarantor,3,car,63,none,own,20,unskilled resident,10,none,no,4269,bad
1130,>=200,28,no credits/all paid,education,3507,100<=X<500,>=7,1,male mar/wid,guarantor,2,car,75,bank,own,340,unskilled resident,12,yes,no,4133,bad
1131,>=200,11,no credits/all paid,education,15807,>=1000,<1,4,male div/sep,guarantor,4,no known property,31,bank,own,380,unskilled resident,1,none,yes,2019,bad
1132,>=200,65,no credits/all paid,education,17221,>=1000,1<=X<4,4,male div/sep,guarantor,2,car,52,bank,own,470,high qualif/self emp/mgmt,9,yes,yes,1112,bad
1133,>=200,48,no credits/all paid,education,16030,100<=X<500,4<=X<7,2,male div/sep,guarantor,2,no known property,55,stores,own,310,skilled,4,yes,no,4784,bad
1134,>=200,28,no credits/all paid,education,11347,<100,1<=X<4,3,male single,guarantor,3,real estate,68,none,own,300,unemp/unskilled non res,4,yes,yes,1774,bad
1135,>=200,58,all paid,education,2438,500<=X<1000,1<=X<4,2,male single,guarantor,2,real estate,49,stores,own,30,high qualif/self emp/mgmt,13,yes,yes,2807,good
1136,>=200,32,all paid,education,16214,500<=X<1000,4<=X<7,1,male div/sep,guarantor,2,car,60,bank,own,390,high qualif/self emp/mgmt,14,yes,no,1084,bad
1137,>=200,11,all paid,education,2596,100<=X<500,1<=X<4,2,male div/sep,guarantor,1,real estate,59,bank,own,180,unskilled resident,3,none,yes,281,bad
1138,>=200,44,all paid,education,3223,<100,>=7,4,male mar/wid,guarantor,2,no known property,70,bank,own,110,high qualif/self emp/mgmt,9,yes,no,1537,bad
1139,>=200,50,critical/other existing credit,education,14268,>=1000,<1,3,male single,guarantor,2,no known property,24,none,own,160,unemp/unskilled non res,2,none,no,4715,good
1140,>=200,64,all paid,education,14212,100<=X<500,1<=X<4,2,male div/sep,guarantor,3,life insurance,32,bank,own,390,unskilled resident,10,yes,yes,4175,bad
1141,>=200,31,no credits/all paid,education,17192,100<=X<500,4<=X<7,3,male mar/wid,guarantor,4,car,52,none,own,90,unemp/unskilled non res,3,none,yes,4142,bad
1142,>=200,31,all paid,education,9321,500<=X<1000,unemployed,3,male mar/wid,guarantor,1,no known property,47,none,own,40,skilled,1,none,yes,422,good
1143,>=200,53,all paid,education,13556,>=1000,<1,4,male div/sep,guarantor,1,life insurance,66,stores,own,50,unemp/unskilled non res,5,yes,no,4368,good
1144,>=200,69,no credits/all paid,education,15544,<100,>=7,4,male div/sep,guarantor,4,car,21,bank,own,140,unemp/unskilled non res,1,none,no,2239,good
1145,>=200,15,no credits/all paid,education,14316,100<=X<500,1<=X<4,2,male div/sep,guarantor,3,real estate,39,bank,own,390,unskilled resident,8,yes,no,4472,good
1146,>=200,52,delayed previously,education,5986,100<=X<500,>=7,1,male div/sep,guarantor,1,real estate,70,stores,own,370,unemp/unskilled non res,13,yes,no,4567,good
1147,>=200,51,all paid,education,3510,>=1000,<1,1,male div/sep,guarantor,3,life insurance,38,stores,own,320,unskilled resident,9,yes,yes,1623,good
1148,>=200,15,delayed previously,education,11015,500<=X<1000,<1,3,male div/sep,guarantor,1,car,75,none,own,320,high qualif/self emp/mgmt,5,yes,yes,1219,good
1149,>=200,65,all paid,education,16306,500<=X<1000,unemployed,4,male mar/wid,guarantor,4,life insurance,37,stores,own,270,high qualif/self emp/mgmt,13,yes,yes,3779,good
1150,>=200,47,critical/other existing credit,education,8150,100<=X<500,1<=X<4,3,male div/sep,guarantor,1,no known property,50,none,own,190,unemp/unskilled non res,9,yes,yes,4841,good
1151,>=200,62,all paid,education,12915,100<=X<500,4<=X<7,3,male div/sep,guarantor,4,life insurance,66,stores,rent,410,skilled,14,none,yes,3660,good
1152,>=200,72,delayed previously,education,12483,100<=X<500,>=7,3,male mar/wid,guarantor,2,no known property,64,bank,rent,480,unemp/unskilled non res,3,none,yes,3169,bad
1153,>=200,58,no credits/all paid,education,4782,>=1000,unemployed,2,male div/sep,guarantor,4,car,26,none,rent,130,unskilled resident,1,none,yes,1603,bad
1154,>=200,34,no credits/all paid,education,4906,>=1000,1<=X<4,2,male div/sep,guarantor,4,no known property,73,bank,rent,200,high qualif/self emp/mgmt,14,yes,yes,4867,bad
1155,>=200,48,no credits/all paid,education,14595,100<=X<500,4<=X<7,2,male single,guarantor,1,life insurance,26,none,rent,320,unemp/unskilled non res,5,yes,yes,1291,bad
1156,>=200,61,delayed previously,education,11260,500<=X<1000,unemployed,1,male single,guarantor,1,no known property,59,none,rent,200,unemp/unskilled non res,8,yes,yes,3858,bad
1157,>=200,70,no credits/all paid,education,7477,500<=X<1000,>=7,4,male div/sep,guarantor,2,real estate,47,stores,rent,440,skilled,5,yes,yes,3124,bad
1158,>=200,43,existing paid,education,512,100<=X<500,unemployed,3,male div/sep,guarantor,4,car,20,stores,rent,80,unskilled resident,3,yes,no,2891,good
1159,>=200,62,no credits/all paid,education,11965,500<=X<1000,>=7,3,male mar/wid,guarantor,3,no known property,29,stores,rent,410,high qualif/self emp/mgmt,6,yes,no,1115,good
1160,>=200,35,no credits/all paid,education,7849,500<=X<1000,<1,3,male mar/wid,guarantor,4,real estate,53,stores,rent,430,skilled,2,yes,no,430,good
1161,>=200,32,critical/other existing credit,education,4134,<100,<1,1,male mar/wid,guarantor,1,real estate,46,stores,rent,400,skilled,9,yes,no,657,good
1162,>=200,57,critical/other existing credit,education,6217,>=1000,4<=X<7,2,male div/sep,guarantor,3,real estate,22,bank,rent,120,unemp/unskilled non res,6,none,no,4481,good
1163,>=200,36,critical/other existing credit,education,10528,<100,unemployed,2,male mar/wid,guarantor,1,no known property,22,stores,rent,410,skilled,2,yes,yes,3664,good
1164,>=200,43,critical/other existing credit,education,17028,<100,4<=X<7,1,male single,guarantor,3,life insurance,46,stores,rent,90,skilled,10,none,no,1293,good
1165,>=200,30,delayed previously,education,6101,500<=X<1000,>=7,3,male div/sep,guarantor,1,real estate,54,none,rent,380,skilled,8,none,no,1580,good
1166,>=200,34,all paid,education,2842,100<=X<500,4<=X<7,2,male single,none,3,car,73,none,for free,130,unskilled resident,8,yes,no,3359,bad
1167,>=200,20,delayed previously,education,5635,>=1000,4<=X<7,2,male div/sep,none,4,life insurance,73,none,for free,190,high qualif/self emp/mgmt,2,none,no,4956,bad
1168,>=200,68,no credits/all paid,education,837,500<=X<1000,<1,3,male single,none,2,car,58,stores,for free,310,skilled,4,yes,no,1602,good
1169,>=200,19,critical/other existing credit,education,1519,<100,<1,4,male div/sep,none,4,car,44,stores,for free,430,unemp/unskilled non res,7,yes,yes,1814,bad
1170,>=200,55,no credits/all paid,education,3288,100<=X<500,<1,4,male div/sep,none,3,car,72,none,for free,310,skilled,10,none,yes,1361,good
1171,>=200,62,delayed previously,education,16775,100<=X<500,<1,3,male mar/wid,none,4,life insurance,73,bank,for free,430,unskilled resident,13,none,yes,4974,bad
1172,>=200,39,critical/other existing credit,education,16260,<100,1<=X<4,2,male single,none,2,car,58,stores,for free,10,high qualif/self emp/mgmt,7,yes,no,2067,bad
1173,>=200,27,critical/other existing credit,education,9717,500<=X<1000,>=7,4,male single,none,1,no known property,30,bank,for free,280,unemp/unskilled non res,1,yes,yes,1574,bad
1174,>=200,7,critical/other existing credit,education,5368,500<=X<1000,>=7,2,male single,none,2,life insurance,28,none,for free,70,unemp/unskilled non res,6,none,no,424,bad
1175,>=200,60,no credits/all paid,education,15855,500<=X<1000,unemployed,3,male single,none,3,real estate,43,bank,for free,280,unemp/unskilled non res,5,yes,yes,1279,bad
1176,>=200,19,existing paid,education,617,<100,<1,1,male div/sep,none,1,no known property,53,bank,for free,370,unemp/unskilled non res,1,yes,no,4466,good
1177,>=200,69,all paid,education,13119,500<=X<1000,1<=X<4,1,male single,none,3,real estate,70,none,for free,60,high qualif/self emp/mgmt,14,none,no,871,good
1178,>=200,68,delayed previously,education,10875,100<=X<500,1<=X<4,2,male single,none,2,real estate,42,stores,for free,350,unemp/unskilled non res,14,none,no,3620,good
1179,>=200,35,critical/other existing credit,education,6949,500<=X<1000,<1,4,male mar/wid,none,2,life insurance,29,none,for free,350,unemp/unskilled non res,1,yes,yes,1979,good
1180,>=200,32,no credits/all paid,education,11147,<100,>=7,3,male mar/wid,none,2,no known property,40,none,for free,310,high qualif/self emp/mgmt,9,none,no,1022,good
1181,>=200,11,delayed previously,education,5978,100<=X<500,4<=X<7,4,male div/sep,none,2,car,64,stores,for free,390,unskilled resident,1,none,no,7,good
1182,>=200,39,critical/other existing credit,education,8377,500<=X<1000,>=7,2,male div/sep,none,2,car,59,stores,for free,200,unskilled resident,1,none,no,3720,good
1183,>=200,70,critical/other existing credit,education,16076,500<=X<1000,4<=X<7,1,male div/sep,none,1,real estate,69,none,for free,310,high qualif/self emp/mgmt,1,yes,yes,3181,good
1184,>=200,27,all paid,education,6815,>=1000,unemployed,2,male mar/wid,none,3,life insurance,73,bank,for free,140,unemp/unskilled non res,2,none,yes,2796,good
1185,>=200,58,delayed previously,education,14174,>=1000,unemployed,2,male div/sep,none,1,no known property,55,none,for free,130,unemp/unskilled non res,12,yes,yes,4044,good
1186,>=200,20,delayed previously,education,14493,500<=X<1000,1<=X<4,2,male single,none,2,no known property,72,none,own,430,unskilled resident,3,none,no,3795,bad
1187,>=200,45,critical/other existing credit,education,13097,<100,>=7,1,male mar/wid,none,4,no known property,26,bank,own,30,unemp/unskilled non res,6,none,yes,794,bad
1188,>=200,64,critical/other existing credit,education,12864,500<=X<1000,1<=X<4,4,male single,none,2,real estate,40,bank,own,310,high qualif/self emp/mgmt,10,none,yes,99,good
1189,>=200,18,all paid,education,17889,>=1000,4<=X<7,4,male div/sep,none,1,life insurance,38,bank,own,40,skilled,13,none,yes,1651,bad
